-1.507930303264015e-01 -5.381640309729848e-03 -2.904927962435731e+00  7.895226745701450e-01  4.179896427187180e-02  8.589192590027847e-01 
 2.568635026373987e-02 -8.951382653649338e-01  3.732923518373877e-01 -4.858655666754789e-01  8.130426478434232e-01 -8.117472264076309e-01 
 4.607229283170273e-01 -3.912106738638522e-01 -8.504309266635313e-02  1.653114250031118e+00  1.140375407456443e+00  1.359084438605301e+00 
-1.306120919440800e+00 -8.647042201054531e-01 -1.102869654240987e+00  2.298461411098033e+00  1.108058619899132e+00  8.066021686718333e-01 
 1.050295832446472e+00  2.873840965723989e+00  4.032166238321975e-01 -4.150074090828770e-01  1.605966064770557e+00  8.771898901152771e-01 
-6.273363919563280e-02 -1.046221143471760e-01  7.679235030324844e-01 -1.712179799501308e+00 -1.451001824512050e+00  1.942977486287533e+00 
-1.092620371456864e+00  7.262640956750835e-01 -1.836584785959944e+00  1.863141360580738e+00 -1.390235179374531e-02 -5.268945149075408e-01 
-6.130661805157634e-01 -2.314113577781045e+00 -1.374591382210294e+00  6.235680131945501e-01 -2.816000207268280e-01 -2.973217258123523e-01 
-8.097856538840266e-01  3.031141156401014e-01  4.559158782787897e-02  5.705228059324031e-01 -1.277096420193923e-01  3.282267588671189e-01 
-1.203714373501652e+00 -3.740027062842148e-01 -5.024928721985980e-01 -1.442315260358201e+00  1.839841090134274e+00 -4.642938615707237e-01 
-2.476073809010331e+00 -7.358457002728908e-01  9.290978496446484e-01  1.341696423566064e+00 -1.847095197567779e+00 -6.273761493900244e-01 
-8.441829193263111e-01 -8.005348473429796e-01 -1.112806589900840e+00 -6.067992255804629e-02 -1.195442480129009e+00  6.512138419951254e-01 
-1.022417050179950e+00 -3.952244309661034e-01 -8.145052799726470e-02 -1.333939220488445e-03 -3.856144250044518e-01  1.526917763738045e+00 
 1.935679782110532e-01  2.139198354108646e-01 -2.265666460318178e+00  1.180053354317377e+00 -2.441174104194578e-01  1.886333680189312e+00 
-1.718444974259677e-01 -6.105584349864340e-01 -5.014952135845810e-01 -1.303342132615030e+00  7.973240680863709e-01  1.339957659822843e+00 
-8.653941887217328e-01  6.763952705230166e-01  1.621350166724034e+00 -8.775725434340298e-01 -3.277366253668398e-01 -2.334220557577324e-01 
 3.067320397882060e-01  8.580656282266212e-01 -6.902131107048949e-01  8.182331322623130e-01  9.161183549296148e-01 -7.958629156885925e-01 
-2.586427669908831e+00  1.008284812123901e+00  1.217492450148878e+00  7.490250692998260e-01 -7.692544530237535e-01 -2.561286813466628e-01 
-2.865511748142672e-01 -7.272440598614378e-01  1.825124320682223e+00 -2.087481710511310e-01  8.138783025325332e-01  9.526054669553825e-01 
 1.443834794584951e-01 -5.165509458872254e-01 -2.966473116838344e+00  1.397824194457310e-01 -4.196881886835739e-03 -4.844924425012215e-01 
-9.248029061456703e-01  6.329401117196670e-02 -1.867630778725511e-01  9.200513601425057e-01  6.898489620786791e-01 -3.170099937140110e-01 
 1.028757785222009e+00 -1.048295680194122e+00 -2.518597480742061e-01 -1.072960712182066e+00 -1.053273028012846e+00  2.309950033236836e+00 
 2.536370726802155e-01  3.754265081434737e-01  4.380395806515414e-01 -2.814833440127158e-01 -1.473111148614998e+00 -2.908421051757132e-01 
 3.215713607786120e-01  7.075150769991985e-01 -2.001908500859619e-01  7.854276697887370e-01 -2.453030919196752e+00 -3.631982721524293e-01 
 2.771446866639221e-01  1.421269067139878e+00  1.080690087703311e+00  2.021449447073472e-01 -7.286161490755030e-01 -1.125183855672357e+00 
 1.523759337428315e+00  1.034702161157159e+00 -4.425209646804299e-04 -5.103637179525018e-01 -1.468425920057571e-01 -6.103740622555690e-01 
 9.314926071688399e-01  6.327699990287833e-01  5.093493583120420e-01 -2.434199605769133e-01  1.712485680360274e-01  9.167714850271529e-01 
 1.004447345522717e+00  6.052979908947600e-01  1.312690394162026e+00  9.613116819107066e-01 -4.528177935326974e-02  1.834965790634847e-01 
 7.370837035325202e-01 -6.474305639452992e-01  1.236079033520076e+00 -5.697904279330642e-01 -1.859020569873539e+00  3.879616406745042e-01 
-1.274951688787666e+00  1.171801129867048e-01 -1.934122351238296e-01  1.212151637127349e+00 -1.098977710994524e+00 -9.679648999289787e-01 
-1.955792760779532e+00  1.720519553234614e+00 -6.075987355291211e-01  1.602842369433934e+00 -2.066531837411793e-01 -6.000756765777129e-01 
 1.331416180529105e+00  6.484954755779353e-01 -2.139675103595094e+00  2.652791916869943e-02  9.562231709490482e-01  6.855498028554251e-01 
 2.628490118294824e+00 -1.652250989946546e+00  6.737136069131912e-02  1.328057346129933e+00  9.361693571827481e-01 -3.936727772065526e-01 
 5.648648006842314e-01 -7.061156747930368e-01 -4.024971595471062e-01 -8.746125679940043e-01 -2.291150974679425e+00 -1.088175960863485e+00 
-2.554134354368414e-01  2.178996983846096e+00  4.932539667378597e-01 -6.356550274251206e-01 -3.353469640246312e-01 -4.925579630869214e-01 
 2.024947838813440e-01  2.020082523545007e+00 -1.434123039767101e+00  1.022050140616549e+00  8.093257989894260e-01 -6.087793974855747e-01 
 7.539791025757089e-01 -1.193874591475328e-01 -4.922395881333838e-01 -1.004809714454978e+00  5.439714677914095e-01 -6.671492689011290e-01 
 5.292357727319986e-01 -9.972716799818100e-01 -1.434346040028122e+00 -1.752459293956245e+00 -6.175037978220433e-01 -1.542798801984664e+00 
-6.440927261741158e-01 -1.149745612650435e+00 -1.608275530699789e+00  1.300309549106114e+00 -3.996088711174842e-01  2.364637270142395e-01 
 1.300554426902775e+00  8.857981518127094e-02 -1.857492981318024e-01  1.869243596944661e+00  5.989272598166708e-01 -1.827452262892292e+00 
-1.734741657539861e-01 -1.517668744647916e+00  1.172618724626203e+00 -1.072420445860288e+00 -3.791125508563641e-01  1.729851545453304e+00 
 4.615380033878539e-01  9.883718482309529e-01  7.117839636865046e-04 -1.186614721469762e+00  2.150464913124726e+00 -2.681054036568943e-01 
 1.782493450117376e+00  5.360793936511986e-01 -2.174688099655127e+00  1.061939975412075e+00  7.265469208955482e-01 -8.476640717893797e-01 
-1.060754502552284e-01  1.626185779141589e+00 -7.487595905066341e-01  4.021415632064287e-01 -4.729090365155760e-01  1.167451502583654e+00 
-2.387382344863043e-01  1.318894824334718e+00  3.900086343570718e-01  2.611115678029885e-02  5.779439589169778e-01 -1.452605179831371e+00 
 2.554177264246806e-01  2.949327444159595e-01  4.069338138022511e-01  6.149809619776739e-01 -2.045478789665965e-01 -1.310512648187476e+00 
-6.063083451891955e-01 -1.554730070895493e+00  2.148771368144295e+00  4.392877804597775e-01  7.772604562057472e-01 -4.533788659017239e-01 
